segment_id,label,n_samples,duration_sec,gx_mean,gy_mean,gz_mean,B_mean,gx_std,gy_std,gz_std,B_std,dgx_mean,dgy_mean,dgz_mean,dB_mean,dgx_max_abs,dgy_max_abs,dgz_max_abs,dB_max_abs,gx_range,gy_range,gz_range,B_range,dB_dt_max,dB_dt_min,dB_dt_max_abs,dgx_dt_max_abs,dgy_dt_max_abs,dgz_dt_max_abs,rise_time_B,rise_time_dB,hold_B_mean,hold_B_std,hold_dB_mean,hold_dB_std,B_peak_idx_ratio,dB_peak_idx_ratio,B_zero_cross_rate,B_energy,dB_energy,gx_last,gy_last,gz_last,B_last,dB_last
10,no_contact,76,1.8928828239440918,8.737867000000001,-0.346424552631579,4.877301763157895,10.014327013157894,1.7763568394002505e-15,0.15995838776368607,0.060104841247971906,0.029238593886061617,1.7763568394002505e-15,-0.06450448596491225,0.022066163157894423,0.013003413157895608,1.7763568394002505e-15,0.5268799333333333,0.22830260000000013,0.11067659999999968,0.0,0.7607999999999999,0.3058670000000001,0.1528369999999999,9.071873651613151,-142.08242009936535,142.08242009936535,0.0,801.6314824520122,311.17330023562806,0.4055778980255127,0.4055778980255127,10.01923422580645,0.02298274621524095,0.01791062580645253,0.02298274621524095,0.48,0.12,0.28,100.28760042183637,0.0010239841261889724,8.737867,-0.288533,4.82,9.983284,-0.018039599999999822
11,no_contact,68,1.7200078964233398,8.737867000000003,-0.2469959852941176,4.8938352499999995,10.019347514705881,3.552713678800501e-15,0.15522977300682297,0.054340300323753594,0.025973086185224068,1.7763568394002505e-15,0.06994747624434389,0.05471740384615441,0.02513151470588436,1.7763568394002505e-15,0.3326565384615384,0.22445184615384584,0.11123399999999783,0.0,0.645067,0.32480000000000064,0.1591819999999995,9.986438095238018,-40.338457508896155,40.338457508896155,0.0,111.21777623502824,79.89114937264837,0.40943193435668945,0.40943193435668945,10.023632333333332,0.01600203906219927,0.029416333333335355,0.016002039062199266,0.2537313432835821,0.08955223880597014,0.16417910447761194,100.38799922164893,0.0013061942373971591,8.737867,-0.036533,4.933067,10.034281,0.040065000000002016
12,no_contact,60,1.4945530891418457,8.737867000000001,-3.0465422000000006,8.57138715,12.61352815,1.7763568394002505e-15,0.02659093928063968,0.0014760248284385194,0.005417502994384599,1.7763568394002505e-15,-0.01736444999999944,-0.00094651666666552,0.0035383166666683214,1.7763568394002505e-15,0.06442224999999935,0.00353366666666588,0.013203166666668764,0.0,0.1008,0.00560000000000116,0.020515000000001393,3.862366858188128,-2.125899319291932,3.862366858188128,0.0,18.930010642269277,1.0226733906693886,0.65299391746521,0.65299391746521,12.615483500000002,0.004797180039703884,0.005493666666668284,0.004797180039703884,0.6440677966101694,0.6440677966101694,0.22033898305084745,159.10112174018113,4.186902352778891e-05,8.737867,-3.025067,8.572534,12.609111,-0.0008788333333313858
13,no_contact,67,1.6875009536743164,8.737867000000001,-3.186682626865671,8.563729835820894,12.643076402985074,1.7763568394002505e-15,0.06968850443090305,0.0037968650878629395,0.014850792612707987,1.7763568394002505e-15,-0.028385165327209843,-0.0015424718714119564,0.006172326061999221,1.7763568394002505e-15,0.16789746153846163,0.00912769230769328,0.03479507692307493,0.0,0.29706699999999975,0.01626599999999989,0.06277899999999903,134.1281699074757,-6.711911902200512,134.1281699074757,0.0,634.869854747331,33.83056945195985,0.6633760929107666,0.6633760929107666,12.64514276923077,0.01396849683644683,0.008238692307693841,0.01396849683644683,0.6818181818181818,0.22727272727272727,0.3181818181818182,159.8476014777592,0.0002586436502412969,8.737867,-3.2464,8.560534,12.655915,0.01901092307692487
14,no_contact,69,1.7275550365447998,8.737867000000003,-3.230137217391305,8.561356913043479,12.65249666666667,3.552713678800501e-15,0.07040838299477023,0.003846701179381149,0.015369900546260263,1.7763568394002505e-15,0.00036539799331133173,2.329765886277213e-05,-5.6102564101367776e-05,1.7763568394002505e-15,0.2179696153846158,0.012000384615383553,0.04589776923076805,0.0,0.3909340000000001,0.02133399999999952,0.08470499999999959,88.57916609730039,-31.16856838898721,88.57916609730039,0.0,401.616753667954,21.593378199222695,1.474959135055542,1.474959135055542,12.652045892857146,0.010806462108847127,-0.0005068763736252155,0.010806462108847129,0.9264705882352942,0.75,0.47058823529411764,160.0859081338539,0.00023623699029963021,8.737867,-3.1456,8.565867,12.634049,-0.018503769230768796
15,no_contact,81,2.0468201637268066,8.737867,-3.302936617283951,8.557353469135803,12.668778938271606,0.0,0.10218831072632743,0.005573455492384518,0.022802332466433595,0.0,0.011963382716049121,0.0006531566358039277,-0.002510936728394365,0.0,0.2279669999999996,0.012366687500001916,0.04954687499999899,0.0,0.39306699999999983,0.02133300000000027,0.0874839999999999,53.471528921934144,-2.2626719240829076,53.471528921934144,0.0,231.80351191078103,12.473766542749555,0.33179330825805664,0.33179330825805664,12.6661041875,0.026097435056482845,-0.005185687499999203,0.026097435056482845,0.1875,0.575,0.3875,160.49847973316014,0.0005262511691637715,8.737867,-3.361867,8.554134,12.681706,0.010416125000000775
16,no_contact,60,1.5042109489440918,8.737867000000001,-1.4527733333333335,0.6159867000000002,8.88425365,1.7763568394002505e-15,0.30172154546632707,0.029383696024779908,0.04738165024205934,1.7763568394002505e-15,-0.011262333333333348,0.0028979500000000436,0.0038645666666675166,1.7763568394002505e-15,0.7112890000000001,0.08077825000000005,0.13607891666666738,0.0,1.336267,0.135467,0.21734299999999962,108.50690465556458,-237.11396282014627,237.11396282014627,0.0,1665.651660431655,46.463846706586764,1.144273042678833,1.144273042678833,8.881094833333334,0.04430413677418353,0.0007057500000008007,0.04430413677418353,0.7796610169491526,0.7796610169491526,0.423728813559322,78.93220793831799,0.0022599556551819596,8.737867,-1.9256,0.586933,8.966758,0.08636891666666813
17,no_contact,77,1.9318840503692627,8.737867000000003,-1.3691221168831171,0.6115117012987014,8.871331077922077,3.552713678800501e-15,0.3223549420004744,0.02213364066981272,0.05145002690488524,1.7763568394002505e-15,0.02353568311688295,-0.00016816536796532494,-0.0006365887445885849,1.7763568394002505e-15,0.8284092000000003,0.05567986666666658,0.1656483333333334,0.0,1.5152,0.09413299999999991,0.24740699999999904,260.0848136827607,-17.846555881187466,260.0848136827607,0.0,1519.2129744713366,149.60574777070048,0.9753327369689941,0.9753327369689941,8.886868099999997,0.05290212259342734,0.014900433333333397,0.052902122593427324,0.5131578947368421,0.5131578947368421,0.27631578947368424,78.70316219937462,0.002647510513743152,8.737867,-0.854933,0.650133,8.80363,-0.06833766666666641
18,no_contact,62,1.558021068572998,8.737867000000003,-1.1773590967741934,0.6368644838709678,8.844917080645162,3.552713678800501e-15,0.30268023000038735,0.01861342860266518,0.038650201419705536,1.7763568394002505e-15,0.10177406989247298,0.003931067204301056,-0.013743336021504796,1.7763568394002505e-15,0.7751331666666665,0.04013358333333328,0.08055141666666543,0.0,1.260533,0.07493399999999995,0.15627799999999858,16.47686133543708,-67.45193923990105,67.45193923990105,0.0,516.5656692189526,25.103066334164495,1.1555368900299072,1.1555368900299072,8.831147,0.033537362189653176,-0.027513416666666117,0.033537362189653176,0.7377049180327869,0.5245901639344263,0.29508196721311475,78.23405200155831,0.0016827173547837994,8.737867,-1.067467,0.643733,8.826335,-0.032325416666665774
19,no_contact,83,2.0806620121002197,8.737867,-0.9250826987951807,2.2652305180722894,9.077180759036144,0.0,0.2398226369265488,0.028273857223979234,0.021730625200499457,0.0,-0.032916011295180785,-0.004286106927710907,0.0018451340361435847,0.0,0.7249003125000001,0.1039166250000001,0.0863423749999992,0.0,1.197067,0.19093300000000024,0.11886800000000086,64.73933526756198,-80.72002612542416,80.72002612542416,0.0,1268.33457331813,222.54919633295222,1.650691032409668,1.650691032409668,9.074646911764706,0.01710611007517425,-0.0006887132352950164,0.01710611007517425,0.8414634146341463,0.8414634146341463,0.3902439024390244,82.39568275228761,0.0004756245912159175,8.737867,-0.717333,2.343733,9.075129,-0.00020662500000057094
20,no_contact,84,2.1045172214508057,8.737867000000001,-0.9680761785714286,2.267796833333333,9.083932166666667,1.7763568394002505e-15,0.2962862733037393,0.02547595794910574,0.03170647694302985,0.0,-0.07660949107142855,-0.009886416666666628,0.008664604166667896,0.0,1.0050663125,0.08728325000000003,0.13881243750000039,0.0,1.468,0.15359999999999996,0.1741779999999995,100.85520876580507,-88.27951596281522,100.85520876580507,0.0,901.9899992775437,59.25811677784443,2.031825065612793,2.031825065612793,9.07604203030303,0.02468035011230081,0.0007744678030314285,0.02468035011230081,0.9759036144578314,0.9759036144578314,0.3132530120481928,82.5188289092815,0.001080376045503922,8.737867,-0.922933,2.2784,9.077072,0.0018044375000005886
