timestamp,gx,gy,gz,B,raw,label
1774146124.6218848,8.737867,-0.017067,3.506133,9.415072,"8.737867,-0.017067,3.506133,9.415072",touch
1774146124.646646,8.737867,-0.016533,3.570133,9.439091,"8.737867,-0.016533,3.570133,9.439091",touch
1774146124.671413,8.737867,-0.0136,3.580267,9.442924,"8.737867,-0.013600,3.580267,9.442924",touch
1774146124.6961868,8.737867,-0.0096,3.570667,9.439283,"8.737867,-0.009600,3.570667,9.439283",touch
1774146124.720923,8.737867,-0.013067,3.6512,9.470045,"8.737867,-0.013067,3.651200,9.470045",touch
1774146124.7488582,8.737867,-0.013067,3.6552,9.471588,"8.737867,-0.013067,3.655200,9.471588",touch
1774146124.7737238,8.737867,-0.0144,3.644267,9.467376,"8.737867,-0.014400,3.644267,9.467376",touch
1774146124.822284,8.737867,-0.012533,3.5744,9.4407,"8.737867,-0.012533,3.574400,9.440700",touch
1774146124.823152,8.737867,-0.018133,3.5712,9.439497,"8.737867,-0.018133,3.571200,9.439497",touch
1774146124.849323,8.737867,-0.016533,3.573067,9.440201,"8.737867,-0.016533,3.573067,9.440201",touch
1774146124.875849,8.737867,-0.0184,3.576,9.441315,"8.737867,-0.018400,3.576000,9.441315",touch
1774146124.9005141,8.737867,-0.010933,3.649333,9.469323,"8.737867,-0.010933,3.649333,9.469323",touch
1774146124.925163,8.737867,-0.009333,3.659733,9.473334,"8.737867,-0.009333,3.659733,9.473334",touch
1774146124.9499002,8.737867,-0.010933,3.657333,9.472409,"8.737867,-0.010933,3.657333,9.472409",touch
1774146124.974508,8.737867,-0.010933,3.656267,9.471997,"8.737867,-0.010933,3.656267,9.471997",touch
1774146125.002887,8.737867,-0.012,3.6552,9.471587,"8.737867,-0.012000,3.655200,9.471587",touch
1774146125.027544,8.737867,-0.012533,3.665333,9.475502,"8.737867,-0.012533,3.665333,9.475502",touch
1774146125.052371,8.737867,-0.007467,3.6536,9.470964,"8.737867,-0.007467,3.653600,9.470964",touch
1774146125.077118,8.737867,-0.0104,3.648267,9.468911,"8.737867,-0.010400,3.648267,9.468911",touch
1774146125.101577,8.737867,-0.02,3.581867,9.443542,"8.737867,-0.020000,3.581867,9.443542",touch
1774146125.129875,8.737867,-0.015467,3.656,9.4719,"8.737867,-0.015467,3.656000,9.471900",touch
1774146125.199828,8.737867,-0.0136,3.7152,9.494905,"8.737867,-0.013600,3.715200,9.494905",touch
1774146125.2012732,8.737867,-0.010933,3.6424,9.466653,"8.737867,-0.010933,3.642400,9.466653",touch
1774146127.5032089,8.737867,-0.016533,3.586133,9.445155,"8.737867,-0.016533,3.586133,9.445155",touch
1774146127.517597,8.737867,-0.013333,3.583467,9.444137,"8.737867,-0.013333,3.583467,9.444137",touch
1774146127.54226,8.737867,-0.010933,3.6504,9.469734,"8.737867,-0.010933,3.650400,9.469734",touch
1774146127.566916,8.737867,-0.016533,3.646133,9.468098,"8.737867,-0.016533,3.646133,9.468098",touch
1774146127.591584,8.737867,-0.0136,3.6352,9.463889,"8.737867,-0.013600,3.635200,9.463889",touch
1774146127.616277,8.737867,-0.0144,3.6552,9.47159,"8.737867,-0.014400,3.655200,9.471590",touch
1774146127.652461,8.737867,-0.0104,3.6504,9.469733,"8.737867,-0.010400,3.650400,9.469733",touch
1774146127.6692321,8.737867,-0.012,3.575467,9.441102,"8.737867,-0.012000,3.575467,9.441102",touch
1774146127.693871,8.737867,-0.009333,3.642667,9.466753,"8.737867,-0.009333,3.642667,9.466753",touch
1774146127.718563,8.737867,-0.011467,3.653333,9.470866,"8.737867,-0.011467,3.653333,9.470866",touch
1774146127.74319,8.737867,-0.013867,3.649333,9.469326,"8.737867,-0.013867,3.649333,9.469326",touch
1774146127.7715368,8.737867,-0.015467,3.644,9.467275,"8.737867,-0.015467,3.644000,9.467275",touch
1774146127.7963789,8.737867,-0.012533,3.6552,9.471588,"8.737867,-0.012533,3.655200,9.471588",touch
1774146127.853776,8.737867,-0.013333,3.6512,9.470046,"8.737867,-0.013333,3.651200,9.470046",touch
1774146127.85395,8.737867,-0.011467,3.6392,9.465422,"8.737867,-0.011467,3.639200,9.465422",touch
1774146127.870285,8.737867,-0.008,3.643467,9.467061,"8.737867,-0.008000,3.643467,9.467061",touch
1774146127.898559,8.737867,-0.009867,3.573333,9.440293,"8.737867,-0.009867,3.573333,9.440293",touch
1774146127.923255,8.737867,-0.0184,3.6472,9.468512,"8.737867,-0.018400,3.647200,9.468512",touch
1774146127.94801,8.737867,-0.024,3.641867,9.466471,"8.737867,-0.024000,3.641867,9.466471",touch
1774146128.001102,8.737867,-0.0208,3.642667,9.466773,"8.737867,-0.020800,3.642667,9.466773",touch
1774146128.0019898,8.737867,-0.009867,3.5704,9.439183,"8.737867,-0.009867,3.570400,9.439183",touch
1774146128.02767,8.737867,-0.008,3.5776,9.441906,"8.737867,-0.008000,3.577600,9.441906",touch
1774146128.050138,8.737867,-0.014933,3.648,9.468814,"8.737867,-0.014933,3.648000,9.468814",touch
1774146128.074817,8.737867,-0.014133,3.572267,9.439894,"8.737867,-0.014133,3.572267,9.439894",touch
1774146128.099453,8.737867,-0.012,3.5752,9.441002,"8.737867,-0.012000,3.575200,9.441002",touch
1774146128.124174,8.737867,-0.017067,3.564,9.436774,"8.737867,-0.017067,3.564000,9.436774",touch
1774146128.1524742,8.737867,-0.011467,3.497333,9.411789,"8.737867,-0.011467,3.497333,9.411789",touch
1774146128.1771321,8.737867,-0.008533,3.578667,9.442312,"8.737867,-0.008533,3.578667,9.442312",touch
1774146128.201907,8.737867,-0.009333,3.6456,9.467883,"8.737867,-0.009333,3.645600,9.467883",touch
1774146128.226721,8.737867,-0.0088,3.519733,9.420133,"8.737867,-0.008800,3.519733,9.420133",touch
1774146128.2514591,8.737867,-0.0088,3.515733,9.41864,"8.737867,-0.008800,3.515733,9.418640",touch
1774146128.279385,8.737867,-0.010933,3.580267,9.442921,"8.737867,-0.010933,3.580267,9.442921",touch
1774146128.3042188,8.737867,-0.0144,3.648267,9.468916,"8.737867,-0.014400,3.648267,9.468916",touch
1774146128.3289258,8.737867,-0.013067,3.576267,9.441408,"8.737867,-0.013067,3.576267,9.441408",touch
1774146128.374918,8.737867,-0.005867,3.654667,9.471375,"8.737867,-0.005867,3.654667,9.471375",touch
1774146128.400246,8.737867,-0.005067,3.654667,9.471374,"8.737867,-0.005067,3.654667,9.471374",touch
1774146128.406442,8.737867,-0.0136,3.653333,9.470869,"8.737867,-0.013600,3.653333,9.470869",touch
1774146128.431081,8.737867,-0.014933,3.505067,9.414671,"8.737867,-0.014933,3.505067,9.414671",touch
1774146128.4557319,8.737867,-0.013867,3.508267,9.415862,"8.737867,-0.013867,3.508267,9.415862",touch
1774146128.4803588,8.737867,-0.016533,3.657067,9.472314,"8.737867,-0.016533,3.657067,9.472314",touch
1774146128.50509,8.737867,-0.016533,3.573067,9.440201,"8.737867,-0.016533,3.573067,9.440201",touch
1774146128.5334,8.737867,-0.009067,3.5696,9.438879,"8.737867,-0.009067,3.569600,9.438879",touch
1774146128.558045,8.737867,-0.015467,3.577067,9.441714,"8.737867,-0.015467,3.577067,9.441714",touch
1774146128.582741,8.737867,-0.011467,3.589333,9.446363,"8.737867,-0.011467,3.589333,9.446363",touch
1774146128.6076941,8.737867,-0.007467,3.578667,9.442311,"8.737867,-0.007467,3.578667,9.442311",touch
1774146128.63236,8.737867,-0.007467,3.648533,9.469011,"8.737867,-0.007467,3.648533,9.469011",touch
1774146128.6604319,8.737867,-0.021067,3.442667,9.39163,"8.737867,-0.021067,3.442667,9.391630",touch
1774146128.6849978,8.737867,-0.022933,3.2288,9.315363,"8.737867,-0.022933,3.228800,9.315363",touch
1774146128.750756,8.737867,-0.017067,2.978933,9.23172,"8.737867,-0.017067,2.978933,9.231720",touch
1774146128.751234,8.737867,-0.012533,2.589333,9.113458,"8.737867,-0.012533,2.589333,9.113458",touch
1774146128.7785332,5.937867,-0.000533,1.514933,6.128073,"5.937867,-0.000533,1.514933,6.128073",touch
1774146128.787304,3.6264,-0.0064,0.957867,3.750777,"3.626400,-0.006400,0.957867,3.750777",touch
1774146128.811968,2.955467,-0.008,0.468533,2.992386,"2.955467,-0.008000,0.468533,2.992386",touch
1774146128.836639,3.373333,-0.007467,0.091733,3.374588,"3.373333,-0.007467,0.091733,3.374588",touch
1774146128.8614452,1.276267,-0.012,-0.474667,1.36173,"1.276267,-0.012000,-0.474667,1.361730",touch
1774146128.886042,2.521333,-0.008533,-0.389867,2.551311,"2.521333,-0.008533,-0.389867,2.551311",touch
1774146128.914382,3.226667,-0.0056,-0.0144,3.226704,"3.226667,-0.005600,-0.014400,3.226704",touch
1774146128.939102,4.065866,-0.005067,0.6464,4.116932,"4.065866,-0.005067,0.646400,4.116932",touch
1774146128.963876,8.737867,-0.0136,2.268267,9.027488,"8.737867,-0.013600,2.268267,9.027488",touch
1774146128.9886441,8.737867,-0.013867,2.8864,9.202272,"8.737867,-0.013867,2.886400,9.202272",touch
1774146129.013315,8.737867,-0.007467,3.374667,9.366896,"8.737867,-0.007467,3.374667,9.366896",touch
1774146129.041326,8.737867,-0.013333,3.551467,9.432042,"8.737867,-0.013333,3.551467,9.432042",touch
1774146129.066134,8.737867,-0.016533,3.553067,9.432649,"8.737867,-0.016533,3.553067,9.432649",touch
1774146129.122947,8.737867,-0.018133,3.385067,9.370663,"8.737867,-0.018133,3.385067,9.370663",touch
1774146129.123421,8.737867,-0.013067,3.569333,9.438783,"8.737867,-0.013067,3.569333,9.438783",touch
1774146129.145493,8.737867,-0.013333,3.640267,9.465835,"8.737867,-0.013333,3.640267,9.465835",touch
1774146129.1683168,8.737867,-0.020533,3.647733,9.468722,"8.737867,-0.020533,3.647733,9.468722",touch
1774146129.192916,8.737867,-0.014933,3.652,9.470356,"8.737867,-0.014933,3.652000,9.470356",touch
1774146129.217578,8.737867,-0.013867,3.6592,9.473134,"8.737867,-0.013867,3.659200,9.473134",touch
1774146129.2422478,8.737867,-0.014933,3.670933,9.477673,"8.737867,-0.014933,3.670933,9.477673",touch
1774146129.266954,8.737867,-0.014933,3.674133,9.478913,"8.737867,-0.014933,3.674133,9.478913",touch
1774146129.2952478,8.737867,-0.013067,3.6752,9.479324,"8.737867,-0.013067,3.675200,9.479324",touch
1774146129.319987,8.737867,-0.0144,3.673333,9.478603,"8.737867,-0.014400,3.673333,9.478603",touch
1774146129.344821,8.737867,-0.012,3.600267,9.450523,"8.737867,-0.012000,3.600267,9.450523",touch
1774146129.3695638,8.737867,-0.0128,3.5384,9.427128,"8.737867,-0.012800,3.538400,9.427128",touch
1774146129.393999,8.737867,-0.009333,3.619733,9.457953,"8.737867,-0.009333,3.619733,9.457953",touch
1774146129.422333,8.737867,-0.0144,3.613333,9.455512,"8.737867,-0.014400,3.613333,9.455512",touch
1774146129.447017,8.737867,-0.02,3.671733,9.477993,"8.737867,-0.020000,3.671733,9.477993",touch
1774146129.4994931,8.737867,-0.018933,3.674133,9.47892,"8.737867,-0.018933,3.674133,9.478920",touch
1774146129.500088,8.737867,-0.0184,3.678133,9.48047,"8.737867,-0.018400,3.678133,9.480470",touch
1774146129.5280042,8.737867,-0.013333,3.6832,9.482429,"8.737867,-0.013333,3.683200,9.482429",touch
1774146129.5492811,8.737867,-0.014933,3.690133,9.485126,"8.737867,-0.014933,3.690133,9.485126",touch
1774146129.5738492,8.737867,-0.018133,3.6112,9.454703,"8.737867,-0.018133,3.611200,9.454703",touch
1774146129.598475,8.737867,-0.018933,3.6072,9.453178,"8.737867,-0.018933,3.607200,9.453178",touch
1774146129.623185,8.737867,-0.013067,3.5392,9.42743,"8.737867,-0.013067,3.539200,9.427430",touch
1774146129.6477609,8.737867,-0.010933,3.6824,9.482115,"8.737867,-0.010933,3.682400,9.482115",touch
1774146129.6761339,8.737867,-0.011467,3.691467,9.48564,"8.737867,-0.011467,3.691467,9.485640",touch
1774146129.700922,8.737867,-0.0184,3.605067,9.452363,"8.737867,-0.018400,3.605067,9.452363",touch
1774146129.725612,8.737867,-0.017067,3.685067,9.48316,"8.737867,-0.017067,3.685067,9.483160",touch
1774146129.750295,8.737867,-0.011467,3.685333,9.483255,"8.737867,-0.011467,3.685333,9.483255",touch
1774146129.7785091,8.737867,-0.0056,3.695733,9.487297,"8.737867,-0.005600,3.695733,9.487297",touch
1774146129.8031418,8.737867,-0.010933,3.6264,9.460509,"8.737867,-0.010933,3.626400,9.460509",touch
1774146129.8279428,8.737867,-0.011467,3.609333,9.45398,"8.737867,-0.011467,3.609333,9.453980",touch
1774146129.879997,8.737867,-0.009067,3.612533,9.4552,"8.737867,-0.009067,3.612533,9.455200",touch
1774146129.880404,8.737867,-0.016,3.692,9.485855,"8.737867,-0.016000,3.692000,9.485855",touch
1774146143.4491131,8.737867,-0.414133,2.156533,9.009576,"8.737867,-0.414133,2.156533,9.009576",touch
1774146143.471024,8.737867,-0.5936,2.1096,9.008502,"8.737867,-0.593600,2.109600,9.008502",touch
1774146143.495678,8.737867,-0.673067,2.098133,9.011409,"8.737867,-0.673067,2.098133,9.011409",touch
1774146143.524054,8.737867,-0.468,2.1496,9.010557,"8.737867,-0.468000,2.149600,9.010557",touch
1774146143.548743,8.737867,-0.657067,2.058133,9.000999,"8.737867,-0.657067,2.058133,9.000999",touch
1774146143.573449,8.737867,-0.864533,2.095733,9.027173,"8.737867,-0.864533,2.095733,9.027173",touch
1774146143.598101,8.737867,-0.8624,2.14,9.037347,"8.737867,-0.862400,2.140000,9.037347",touch
1774146143.622865,8.737867,-0.396533,2.157333,9.008975,"8.737867,-0.396533,2.157333,9.008975",touch
1774146143.651074,8.737867,-0.362933,2.156267,9.007304,"8.737867,-0.362933,2.156267,9.007304",touch
1774146143.675777,8.737867,-0.2568,2.162133,9.005059,"8.737867,-0.256800,2.162133,9.005059",touch
1774146143.700505,8.737867,-0.475467,2.154933,9.012221,"8.737867,-0.475467,2.154933,9.012221",touch
1774146143.725295,8.737867,-0.645067,2.146667,9.020788,"8.737867,-0.645067,2.146667,9.020788",touch
1774146143.750011,8.737867,-0.607467,2.1488,9.018685,"8.737867,-0.607467,2.148800,9.018685",touch
1774146143.799875,8.737867,-0.212533,2.1704,9.005894,"8.737867,-0.212533,2.170400,9.005894",touch
1774146143.802927,8.737867,-0.204,2.165067,9.004413,"8.737867,-0.204000,2.165067,9.004413",touch
1774146143.853549,8.737867,-0.2464,2.1616,9.00464,"8.737867,-0.246400,2.161600,9.004640",touch
1774146143.8541398,8.737867,-0.2608,2.166667,9.006263,"8.737867,-0.260800,2.166667,9.006263",touch
1774146143.876611,8.737867,-0.6176,2.152267,9.0202,"8.737867,-0.617600,2.152267,9.020200",touch
1774146143.9049652,8.737867,-0.819467,2.142133,9.033858,"8.737867,-0.819467,2.142133,9.033858",touch
1774146143.929555,8.737867,-1.002933,2.130133,9.049511,"8.737867,-1.002933,2.130133,9.049511",touch
1774146143.9542809,8.737867,-0.670933,2.1512,9.023754,"8.737867,-0.670933,2.151200,9.023754",touch
1774146143.979058,8.737867,-0.4704,2.120267,9.003728,"8.737867,-0.470400,2.120267,9.003728",touch
1774146144.003558,8.737867,-0.4664,2.1216,9.003834,"8.737867,-0.466400,2.121600,9.003834",touch
1774146144.0319428,8.737867,-0.264,2.172533,9.00777,"8.737867,-0.264000,2.172533,9.007770",touch
1774146144.056766,8.737867,-0.490933,2.1192,9.004573,"8.737867,-0.490933,2.119200,9.004573",touch
1774146144.081463,8.737867,-0.454933,2.148,9.009506,"8.737867,-0.454933,2.148000,9.009506",touch
1774146144.106292,8.737867,-1.024,2.118933,9.049242,"8.737867,-1.024000,2.118933,9.049242",touch
1774146144.130717,8.737867,-1.029067,2.0736,9.039309,"8.737867,-1.029067,2.073600,9.039309",touch
1774146144.158993,8.737867,-0.866933,2.082667,9.024377,"8.737867,-0.866933,2.082667,9.024377",touch
1774146144.200906,8.737867,-0.6104,2.154667,9.020282,"8.737867,-0.610400,2.154667,9.020282",touch
1774146144.220982,8.737867,-0.842933,2.138933,9.035258,"8.737867,-0.842933,2.138933,9.035258",touch
1774146144.2328498,8.737867,-0.8704,2.1344,9.03679,"8.737867,-0.870400,2.134400,9.036790",touch
1774146144.2575989,8.737867,-0.850933,2.1296,9.033803,"8.737867,-0.850933,2.129600,9.033803",touch
1774146144.28589,8.737867,-0.726933,2.110133,9.018393,"8.737867,-0.726933,2.110133,9.018393",touch
1774146144.310532,8.737867,-0.469867,2.164267,9.014163,"8.737867,-0.469867,2.164267,9.014163",touch
1774146144.335277,8.737867,-0.763467,2.1472,9.030153,"8.737867,-0.763467,2.147200,9.030153",touch
1774146144.359884,8.737867,-1.008,2.128,9.049572,"8.737867,-1.008000,2.128000,9.049572",touch
1774146144.384615,8.737867,-0.6616,2.146933,9.022048,"8.737867,-0.661600,2.146933,9.022048",touch
1774146144.4129422,8.737867,-0.6976,2.1528,9.026158,"8.737867,-0.697600,2.152800,9.026158",touch
1774146144.437676,8.737867,-0.534933,2.1168,9.006515,"8.737867,-0.534933,2.116800,9.006515",touch
1774146144.462453,8.737867,-0.3696,2.121867,8.999402,"8.737867,-0.369600,2.121867,8.999402",touch
1774146144.487057,8.737867,-0.5816,2.1512,9.017552,"8.737867,-0.581600,2.151200,9.017552",touch
1774146144.511841,8.737867,-1.355467,2.109067,9.090422,"8.737867,-1.355467,2.109067,9.090422",touch
1774146144.577754,8.737867,-0.703467,2.151467,9.026294,"8.737867,-0.703467,2.151467,9.026294",touch
1774146144.578366,8.737867,-0.2568,2.145867,9.001167,"8.737867,-0.256800,2.145867,9.001167",touch
